gene_id	gene_name	A.TpM	B.TpM	A_vs_B.log2FC	A_vs_B.pvalue	A_vs_B.FDR
ENSDARG00000022614	ddx43	1.91333333333333	2.11	0.23097141112092	0.473023549609076	0.911554808016073
ENSDARG00000022615	si:ch211-241e1.3	1	0.406666666666667	-1.14450548670957	0.004155265296604	0.096312033406804
ENSDARG00000022623	fbxo44	9.88	10.13	0.064960610854275	0.714380034758217	1
ENSDARG00000022631	cyp2p9	2.99666666666667	3.88333333333333	0.462951576292106	0.182000214616331	0.622671018889674
ENSDARG00000022648	otud3	8.49333333333333	7.74666666666667	0.001233702143567	0.995438867689054	1
ENSDARG00000022650	cyp2ad3	5.26	2.89	-0.787372376311485	0.001379681213791	0.054786418473315
ENSDARG00000022652	psmf1	7.25333333333333	7.69666666666667	0.170977733556374	0.431141017491827	0.875352692897768
ENSDARG00000022659	snx4	16.52	16.2766666666667	0.065165189353827	0.635159470692887	1
ENSDARG00000022660	armc2	0.506666666666667	0.503333333333333	0.028334841944162	0.922080028991906	1
ENSDARG00000022668	grapb	0.053333333333333	0.08	0.626345305943542	0.311556003810365	0.781023618808933
ENSDARG00000022670	he2	41.38	52.72	0.412061904333049	0.059295637224059	0.382088429805995
ENSDARG00000022684	fkbp1aa	571.57	506.206666666667	-0.083060707984125	0.592413390512732	0.994530045395164
ENSDARG00000022689	itgb1b.2	4.39333333333333	1.35666666666667	-1.59247454116648	6.7438290825288e-05	0.009674356972581
ENSDARG00000022690	chic2	20.0933333333333	19.6533333333333	0.059967468609372	0.711622921989015	1
ENSDARG00000022698	lad1	2.38666666666667	3.29333333333333	0.282265431115629	0.463258926880568	0.902569866901105
ENSDARG00000022712	stat3	11.2166666666667	12.3266666666667	0.228756131425523	0.177378293757554	0.614823431145937
ENSDARG00000022718	casp8ap2	8.29333333333333	9.3	0.25630681059483	0.137440047508728	0.562675561513106
ENSDARG00000022727	EPHA2 (2 of 2)	11.1433333333333	13.89	0.404503026372261	0.011182577781537	0.163889348646393
ENSDARG00000022730	aasdh	1.59	1.08666666666667	-0.462017436542501	0.055398311359189	0.371534428737209
ENSDARG00000022739	rxfp3.2a	0.116666666666667	0.096666666666667	-0.06423825909863	0.954827117521567	1
ENSDARG00000022763	hpcal1	7.04666666666667	6.47333333333333	-0.089328290025047	0.628346185871149	1
ENSDARG00000022767	apobb.1	782.35	952.02	0.375143812315973	0.036038380324739	0.301000340467342
ENSDARG00000022768	gid8a	12.6633333333333	11.5866666666667	-0.037678168146039	0.814945756608574	1
ENSDARG00000022772	OSBP2 (1 of 2)	2.26	1.56666666666667	-0.449408704699312	0.082893754312609	0.448834177364534
ENSDARG00000022788	cops7a	34.4633333333333	25.8466666666667	-0.236580418927652	0.369510770473918	0.845145756053064
ENSDARG00000022795	golt1ba	3.54666666666667	3.74	0.151271014541979	0.641906904707109	1
ENSDARG00000022807	PITPNC1	8.75666666666667	10.6933333333333	0.371537516244239	0.026778997447703	0.260565454236788
ENSDARG00000022810	fzr1b	3.81333333333333	1.94333333333333	-1.01945276705068	0.006573931234237	0.125365262285467
ENSDARG00000022813	dnd1	0.283333333333333	0.28	0.302798307758637	0.589703297017363	0.993245234827162
ENSDARG00000022817	pvalb3	26.7133333333333	9.36	-1.71470305897019	0.000698984174078	0.038381373213906
ENSDARG00000022832	bnip4	24.0266666666667	30.5366666666667	0.430502664333443	0.013627413119982	0.183756659803146
ENSDARG00000022841	ptk2ba	0.603333333333333	0.59	0.163422101042812	0.610022112264607	1
ENSDARG00000022845	lias	5.21333333333333	4.71666666666667	-0.088680365734178	0.684196616081831	1
ENSDARG00000022853	eogt	8.15	6.95666666666667	-0.142047672503053	0.409574881675499	0.859715300217067
ENSDARG00000022858	wnt7ba	0.69	0.92	0.508419560736385	0.26486387206547	0.732523256825182
ENSDARG00000022891	zgc:175214	16.2066666666667	16.7566666666667	0.132528336459423	0.305124608251644	0.777484601705289
ENSDARG00000022895	mcf2a	1.34333333333333	1.22666666666667	-0.043064635972448	0.85719230899074	1
ENSDARG00000022904	skilb	2.16	1.79333333333333	-0.207056168616765	0.487139488244244	0.92288240673049
ENSDARG00000022905	si:dkey-20i20.12	5.04	4.80333333333333	0.009948159730993	0.965440720816733	1
ENSDARG00000022918	tbcc	8.42	8.24666666666667	0.054534193116331	0.751685464132456	1
ENSDARG00000022938	taar11	0.016666666666667	0.003333333333333	-1.07911088062391	0.57608101347269	0.98454853182318
ENSDARG00000022939	ino80e	11.5533333333333	13.6266666666667	0.233932805889581	0.318935983605482	0.789833921423331
ENSDARG00000022944	ecd	6.22	9.86	0.758326340737459	0.003935699708129	0.0939581923574
ENSDARG00000022951	pth2	0.016666666666667	0.04	1.36023708314526	0.432178738136616	0.87646551498773
ENSDARG00000022952	zgc:66448	14.1866666666667	15.2	0.185904294359442	0.15331878543563	0.588477907738616
ENSDARG00000022968	fxr1	40.82	41.4966666666667	0.111736748420407	0.450688611500061	0.89160243443575
ENSDARG00000022970	tm9sf1	9.91333333333333	9.06333333333333	-0.041641676873397	0.807842508429363	1
ENSDARG00000022971	epha6	0.396666666666667	0.3	-0.312657193776312	0.243463797620188	0.704178708116713
ENSDARG00000022974	wdr13	8.13333333333333	6.40666666666667	-0.198169815883267	0.26967030465545	0.738514936139146
ENSDARG00000022978	tmpob	56.3633333333333	50.63	-0.021854644348032	0.893962848599104	1
ENSDARG00000022983	ccdc28a	15.8133333333333	18.62	0.320326449786779	0.039828062071887	0.315601963872455
ENSDARG00000022995	clic4	81.8633333333333	80.5766666666667	0.059164802635634	0.66951291156234	1
ENSDARG00000022996	setx	5.01666666666667	5.23666666666667	0.149342396620727	0.314217674092534	0.784484969177245
ENSDARG00000023002	dtl	19.6433333333333	12.5233333333333	-0.587537096773403	0.030873784396391	0.282296127382099
ENSDARG00000023003	ccdc12	30.0966666666667	37.2966666666667	0.327333387425843	0.31618620557128	0.7865632001897
ENSDARG00000023026	pkp2	2.89333333333333	2.05666666666667	-0.408085472392929	0.069453387954519	0.412499174975418
ENSDARG00000023028	cdv3	74.6366666666667	85.3266666666667	0.395426624607037	0.235280219024831	0.693662827856662
ENSDARG00000023031	hoxa2b	8.56333333333333	8.18666666666667	0.018294710175499	0.920215061751048	1
ENSDARG00000023036	si:dkey-23a23.2	1.85	1.82666666666667	0.252866475503203	0.580007613484073	0.986757591259713
ENSDARG00000023040	zbtb1	6.14666666666667	5.84666666666667	0.01935325358223	0.909359948582282	1
ENSDARG00000023053	fam129ab	2.52333333333333	2.49	0.072860170074698	0.663995695099013	1
ENSDARG00000023058	foxo3a	12.79	10.83	-0.153033353337335	0.300568307840731	0.772356441556262
ENSDARG00000023062	cyr61	16.09	19.88	0.463185485669878	0.069448772430106	0.412499174975418
ENSDARG00000023082	krt1-19d	40.7833333333333	38.58	-0.001460623514911	0.997478343008029	1
ENSDARG00000023104	scaper	5.75666666666667	4.66333333333333	-0.144879519765106	0.482666219622964	0.919910872126855
ENSDARG00000023110	mapk7	3.37666666666667	2.29333333333333	-0.471720442995295	0.015312103299176	0.19435813223151
ENSDARG00000023111	plg	42.9966666666667	44.12	0.116959525889646	0.610972710353792	1
ENSDARG00000023117	gopc	17	20.28	0.34804431948405	0.041284614317434	0.321464819600809
ENSDARG00000023151	ucp1	4.26	4.59666666666667	0.200812931215651	0.275685669422818	0.745303008108318
ENSDARG00000023152	wdr73	4.85666666666667	4.38	-0.071465246146104	0.79209348023842	1
ENSDARG00000023157	si:rp71-1g18.7	30.4266666666667	31.0133333333333	0.076241032433012	0.762326670821478	1
ENSDARG00000023160	snrnp40	27.0866666666667	27.05	0.149277909123934	0.546992359422792	0.969774852226112
ENSDARG00000023168	v2rx4	0	0	0	1	1
ENSDARG00000023174	fez1	14.3033333333333	10.5366666666667	-0.351722259791049	0.109145488497534	0.506477687917961
ENSDARG00000023176	tdo2b	0.346666666666667	0.283333333333333	0.002594154714284	0.99737176300338	1
ENSDARG00000023181	pcp4l1	1.54333333333333	0.743333333333333	-1.03623872171831	0.071123439019964	0.417308474107834
ENSDARG00000023185	APOLD1 (2 of 4)	0.926666666666667	1.00333333333333	0.046049923837841	0.918665005441197	1
ENSDARG00000023188	lcp1	11	7.00333333333333	-0.560643674493085	0.002050710953146	0.066919897322291
ENSDARG00000023190	kpna4	43.5433333333333	42.29	0.052728380238992	0.833361309364072	1
ENSDARG00000023203	mhc1lda	0.07	0.033333333333333	-0.991203822246866	0.265305429013306	0.732990543748309
ENSDARG00000023214	mob2a	24.5666666666667	21.6466666666667	-0.099378674311072	0.495051555043609	0.930416457567058
ENSDARG00000023217	crema	2.12	2.70333333333333	0.200758945604875	0.634068404476568	1
ENSDARG00000023220	selt2	67.65	78.6466666666667	0.31755288801413	0.214263547300262	0.672068752343553
ENSDARG00000023228	vsnl1a	7.31333333333333	6.3	-0.178333763637172	0.58275180596803	0.988212293573933
ENSDARG00000023236	kcnh1b	0.223333333333333	0.226666666666667	0.100333135169366	0.835362053704205	1
ENSDARG00000023237	syne3	12.1033333333333	11.6	0.031158056203846	0.831540986351099	1
ENSDARG00000023267	atad1a	5.50666666666667	7.64333333333333	0.557076294213243	0.004951132912551	0.10551717618345
ENSDARG00000023272	tfap2d	0.47	0.236666666666667	-0.952587451795126	0.012920054338836	0.177892334859021
ENSDARG00000023279	psmd4b	59.9633333333333	50.37	-0.125076152120172	0.718352594996637	1
ENSDARG00000023287	hsd17b3	0.223333333333333	0.303333333333333	0.563477050977542	0.223578424925199	0.67909414388105
ENSDARG00000023290	fabp3	715.263333333333	588.3	-0.192647085899536	0.264536961612718	0.732264981875727
ENSDARG00000023298	rps27.1	1498.35	1700.22333333333	0.270400707487832	0.064924152657446	0.399277060669038
ENSDARG00000023299	nhp2l1b	142.446666666667	192.273333333333	0.573234549759432	0.038705084487688	0.311392721214245
ENSDARG00000023302	gpbar1	0	0.036666666666667	2.05263170609	0.389165216296792	0.850992854994095
ENSDARG00000023303	zgc:66427	17.4533333333333	19.6333333333333	0.261217248270237	0.087055766064699	0.458713597263811
ENSDARG00000023309	spryd4	21.19	18.08	-0.142999855509453	0.422273038181833	0.867621254643666
ENSDARG00000023316	sim1a	2.43	1.4	-0.710208392048026	0.004769864567306	0.103373061640476
ENSDARG00000023318	fmn2a	0.616666666666667	0.31	-0.921868548658375	0.014503703064545	0.188876492908101
ENSDARG00000023323	ywhaqb	192.026666666667	213.843333333333	0.24716763834539	0.080506811736585	0.442326873229472
ENSDARG00000023330	anp32b	361.41	350	0.02122869118417	0.920806373981725	1
ENSDARG00000023362	nr5a1b	0.223333333333333	0.223333333333333	0.083350526453015	0.841032118057779	1
ENSDARG00000023369	mxd	0.136666666666667	0.076666666666667	-0.838048464574614	0.180772572795838	0.620243863944528
ENSDARG00000023394	slc37a2	48.3266666666667	40.4233333333333	-0.169495535870022	0.360431418006144	0.836825404189459
ENSDARG00000023396	atg5	9.77	10.2666666666667	0.159308495389654	0.270407003384094	0.739578481344318
ENSDARG00000023443	tjp2b	6.46	6.06	-0.001231267201434	0.993637241392585	1
ENSDARG00000023445	atp2b3b	1.41666666666667	1.19666666666667	-0.252712461022681	0.361613856967198	0.838037876788994
ENSDARG00000023448	galnt14	4.50666666666667	4.50333333333333	0.084071974559192	0.689415794572853	1
ENSDARG00000023472	ctnnb2	65.5266666666667	61.7833333333333	0.040248791908005	0.84505120154993	1
ENSDARG00000023479	lrp13	0.066666666666667	0.193333333333333	1.51140666710718	0.004552537395713	0.100580713721548
ENSDARG00000023484	fam101a	4.10333333333333	4.12	0.091449194932931	0.696686478493905	1
ENSDARG00000023495	ift74	10.87	6.93666666666667	-0.527437403371088	0.044670897267042	0.333247614257084
ENSDARG00000023498	gmppab	12.45	11.7466666666667	0.002931501763864	0.987460307877666	1
ENSDARG00000023508	ankrd49	8.99666666666667	7.49666666666667	-0.177487518487426	0.230909585676642	0.688273475387654
ENSDARG00000023519	si:dkey-163m14.3	0	0	0	1	1
ENSDARG00000023526	ggt1a	0.466666666666667	0.123333333333333	-2.78683816729938	0.027625131971461	0.265473016866361
ENSDARG00000023532	pinx1	30.9266666666667	48.98	0.645444021081133	0.024141607265816	0.246976474974117
ENSDARG00000023536	nnt	93.5633333333333	66.21	-0.413215739311908	0.004084504323082	0.095646477336181
ENSDARG00000023537	ahr1b	1.64	0.856666666666667	-0.841786609916779	0.007698299539449	0.135869016545678
ENSDARG00000023542	cdh7	13.94	10.23	-0.293230589074416	0.248282163078084	0.710829863712521
ENSDARG00000023546	kcnn1b	0.726666666666667	0.79	0.355274395236613	0.345416474591116	0.820010500222556
ENSDARG00000023578	lpp	7.4	8.22333333333333	0.23563003209719	0.084948637812483	0.45343505820941
ENSDARG00000023583	coq9	13.7233333333333	10.9533333333333	-0.235118713627648	0.190806448489263	0.636894766275815
ENSDARG00000023584	cdc7	11.07	7.64	-0.441810065172505	0.016685156430074	0.202581844006316
ENSDARG00000023587	kcnk5a	4.59	4.23	0.00783082673971	0.976938165087601	1
ENSDARG00000023591	nrbf2b	13.02	12.8033333333333	0.065726962401526	0.674568036411785	1
ENSDARG00000023600	sh3gl2	4.51666666666667	4.04666666666667	-0.073803218377634	0.685898737038855	1
ENSDARG00000023609	epha8	0.096666666666667	0.093333333333333	0.104745628508058	0.859091863776134	1
ENSDARG00000023627	ggps1	0.723333333333333	1.01	0.665126337708779	0.053136819445929	0.363331659298827
ENSDARG00000023645	ccbl1	6.27333333333333	3.65	-0.689189201657347	0.003389901789786	0.08734482386675
ENSDARG00000023648	idh3g	24.95	24.27	0.045803795408327	0.729953763822347	1
ENSDARG00000023656	he1a	1460.05333333333	1506.91666666667	0.130987104939376	0.758631724326104	1
ENSDARG00000023659	gabpb1	1.34	0.556666666666667	-1.05321944512543	0.025910031569293	0.256259868132688
ENSDARG00000023672	timm8a	12.5933333333333	14.7966666666667	0.267946453111562	0.158455897872978	0.595651233360689
ENSDARG00000023678	ercc5	6.64333333333333	6.68	0.090183634644294	0.546345225600928	0.96947436092616
ENSDARG00000023683	cacna1fb	0.1	0.063333333333333	-0.244859572219597	0.687450031936734	1
ENSDARG00000023694	spon1b	8.66333333333333	7.05333333333333	-0.212446656871398	0.268186779957295	0.736915920093011
ENSDARG00000023703	kctd6b	19.4866666666667	16.8133333333333	-0.129019914460849	0.522285685413679	0.95074205335064
ENSDARG00000023712	mao	2.92	2.61666666666667	-0.069225241331957	0.765907400282088	1
ENSDARG00000023713	aqp1a.1	44.0133333333333	33.2166666666667	-0.312705029000964	0.097569046623388	0.481741161500188
ENSDARG00000023722	hcrtr2	0.206666666666667	0.076666666666667	-1.52845021144575	0.018436389850018	0.212425364527323
ENSDARG00000023724	cdc42se1	20.0233333333333	16.9466666666667	-0.136435683891949	0.506023609567947	0.93775582740241
ENSDARG00000023759	zgc:73226	1.05	0.796666666666667	-0.329813734632724	0.263535932468345	0.730828007777723
ENSDARG00000023766	gnsa	6.98333333333333	6.46666666666667	-0.023495651761879	0.919904982866218	1
ENSDARG00000023768	mfsd4a	0.263333333333333	0.383333333333333	0.645222316151494	0.244906441937165	0.706229569413306
ENSDARG00000023771	gabrb3	0.693333333333333	0.813333333333333	0.128535509081827	0.732635225494715	1
ENSDARG00000023797	ryr1b	8.84333333333333	8.13666666666667	-0.145151088473076	0.546548862109655	0.969528302323076
ENSDARG00000023814	dyrk1ab	21.0533333333333	21.0766666666667	0.124566797873464	0.503163198433622	0.936013440885049
ENSDARG00000023815	uvrag	3.93	3.08666666666667	-0.214707692249335	0.381573405246784	0.850992854994095
ENSDARG00000023820	faxdc2	8.93666666666667	10.1233333333333	0.266616361912703	0.122571521141621	0.534281107272755
ENSDARG00000023822	zgc:73349	0.73	0.533333333333333	-0.294089870144436	0.567149552435075	0.984037689806583
ENSDARG00000023840	pfkfb2a	0.973333333333333	0.566666666666667	-0.659239174096148	0.036542019113367	0.30290309284315
ENSDARG00000023852	lsm4	72.0466666666667	90.8333333333333	0.449946096934304	0.065814958036631	0.402691444494255
ENSDARG00000023858	ccdc174	16.2266666666667	18.9533333333333	0.300317150542443	0.080274127370041	0.441772993077246
ENSDARG00000023861	dnase1l3l	0.29	0.22	-0.403313501696056	0.477780810573503	0.915257862651737
ENSDARG00000023868	AKAP13 (1 of 2)	2.15333333333333	1.85	-0.128930093286129	0.432629988495452	0.876739575961007
ENSDARG00000023878	stk24b	22.46	22.08	0.062357326435162	0.639600824764949	1
ENSDARG00000023886	cacna2d4b	0.193333333333333	0.146666666666667	-0.367315077159793	0.376290154154124	0.850992854994095
ENSDARG00000023900	casd1	6.86666666666667	6.25333333333333	-0.066566882505435	0.709903155249737	1
ENSDARG00000023903	atf2	1.43	1.32	0.007769739227799	0.984260586190002	1
ENSDARG00000023914	mark4a	2.04	1.31	-0.543065197753114	0.014003890472566	0.18590500864321
ENSDARG00000023916	PHACTR1	1.78333333333333	1.38666666666667	-0.258988668188456	0.33831160582539	0.812040226841253
ENSDARG00000023920	llgl2	23.7166666666667	23.8033333333333	0.090552507904185	0.531990584040164	0.958817438026435
ENSDARG00000023927	dnajc24	1.7	1.94333333333333	0.28038889078831	0.381454339717054	0.850992854994095
ENSDARG00000023933	skila	6.37	6.44333333333333	0.10968163352344	0.537521693564883	0.963191152576741
ENSDARG00000023940	si:ch73-362m14.4	0.446666666666667	0.27	-0.808536201179628	0.133966588841566	0.557339510756022
ENSDARG00000023950	znhit3	4.69	5.86333333333333	0.407881106864787	0.115174055373522	0.520293251034575
ENSDARG00000023952	fam167ab	3.95666666666667	4.65666666666667	0.269340696203382	0.330133402870569	0.803681278185216
ENSDARG00000023958	rnf181	4.76	5.29666666666667	0.233760098408499	0.198286052892853	0.648012300125446
ENSDARG00000023963	tpm4a	134.293333333333	190.946666666667	0.59812036637384	0.001736834347356	0.061458848289168
ENSDARG00000023967	atp6v1c1a	27.45	31.7866666666667	0.300839497039035	0.082249410600038	0.447301396751948
ENSDARG00000023988	dctn4	4.24333333333333	3.42333333333333	-0.219345731977526	0.241718432916013	0.701610206270681
ENSDARG00000023989	pef1	10.5633333333333	9.02666666666667	-0.134250481342316	0.393817611208151	0.8532864669209
ENSDARG00000023999	heatr5a	7.83666666666667	4.87	-0.620304679082343	0.003067571794566	0.082533992339626
ENSDARG00000024006	rprmb	2.9	6.2	1.19276019056783	0.000139727197759	0.014678129305137
ENSDARG00000024017	mamdc1	0.806666666666667	0.63	-0.271219506906937	0.305408015915983	0.777670830964765
ENSDARG00000024026	sdf2	13.5266666666667	14.6966666666667	0.252350811657145	0.378040788783942	0.850992854994095
ENSDARG00000024030	angptl2a	7.95333333333333	13.6333333333333	0.863513392861637	1.02512983677008e-05	0.003625358637044
ENSDARG00000024032	coch	0.026666666666667	0.053333333333333	2.03069255551702	0.097074670254646	0.480714663471945
ENSDARG00000024047	tmem38a	203.47	156.776666666667	-0.293157278155702	0.06303135623321	0.393344990041975
ENSDARG00000024090	dnajc4	5.39666666666667	4.89666666666667	-0.030084645168909	0.894950128960296	1
ENSDARG00000024092	lmbr1	11.9	9.11666666666667	-0.298120307893674	0.093581165370505	0.472879796714227
ENSDARG00000024101	adra1d	2.66666666666667	2.34666666666667	-0.161700315832515	0.429216884751624	0.873685367577306
ENSDARG00000024109	naa40	63.1833333333333	34.96	-0.755112931176511	0.0003556197004	0.02587545842898
ENSDARG00000024112	gmppaa	11.43	9.80333333333333	-0.083192513348736	0.688113441388334	1
ENSDARG00000024116	vamp8	27.4933333333333	30.8933333333333	0.257757080900804	0.084621557458819	0.453035695229459
ENSDARG00000024124	sde2	22.67	29.3566666666667	0.461628211036564	0.007390092849987	0.132817317716439
ENSDARG00000024139	p2rx8	0.673333333333333	0.856666666666667	0.412576660939229	0.285617866589049	0.754672877894421
ENSDARG00000024141	cav3	143.706666666667	146.916666666667	0.118531658425846	0.503799351639557	0.936358211360663
ENSDARG00000024160	hao1	64.1933333333333	51.8333333333333	-0.16791448651818	0.536801418824082	0.96271654285052
ENSDARG00000024167	kcnh1a	0.406666666666667	0.533333333333333	0.556120234715548	0.153580620298483	0.588477907738616
ENSDARG00000024184	narf	21.29	18.0866666666667	-0.153963277153951	0.301883178365898	0.77388635185242
ENSDARG00000024189	pnocb	1.15333333333333	1.11333333333333	0.045985907122683	0.911296729609676	1
ENSDARG00000024195	znf395b	3.63333333333333	4.02666666666667	0.466475235637283	0.264490832054622	0.732200932583759
ENSDARG00000024204	mcm3	96.9366666666667	76.7866666666667	-0.283606587288258	0.262484246401478	0.72911781902729
ENSDARG00000024208	CABZ01062778.1	0.03	0.01	-0.948429197679418	0.669799272321319	1
ENSDARG00000024209	wasf2	15.3733333333333	14.6933333333333	0.017446542907059	0.903777698592948	1
ENSDARG00000024211	ifng1-2	0.033333333333333	0	-2.1899720696396	0.177156972458928	0.614823431145937
ENSDARG00000024219	CDK5RAP2	8.80333333333333	6.20333333333333	-0.422353440424602	0.008110469684351	0.139618447587859
ENSDARG00000024229	ubl7a	2.45333333333333	1.27333333333333	-0.855687101706499	0.005877640567709	0.117076367566248
ENSDARG00000024276	pcbp4	6.94666666666667	7.63	0.218581844647738	0.135438670265718	0.559220947272265
ENSDARG00000024277	pigm	2.42666666666667	1.61333333333333	-0.442275097111495	0.289208772064001	0.759045372256439
ENSDARG00000024278	adh8b	108.82	81.47	-0.347760569275573	0.282689382843072	0.753058032237836
ENSDARG00000024295	slc11a2	39.6933333333333	36.6633333333333	-0.030733455645559	0.852251095824294	1
ENSDARG00000024299	c1qtnf4	1.78333333333333	0.91	-1.00364432720894	0.005386232670611	0.111546717565043
ENSDARG00000024306	zbed4	11.2366666666667	11.24	0.088859454354717	0.625557809512619	1
ENSDARG00000024311	nsmce4a	13.0366666666667	12.27	0.040511016921686	0.882071439076332	1
ENSDARG00000024314	herpud1	11.9	12	0.102115294310937	0.521345587135217	0.950116904921044
ENSDARG00000024317	trap1	19.8833333333333	12.6233333333333	-0.586751635070583	0.01600074431587	0.198664991901566
ENSDARG00000024324	arhgap1	23.58	18.5666666666667	-0.258860616697948	0.126950415350647	0.543558735906432
ENSDARG00000024325	col4a3bpa	14.0433333333333	21.02	0.465180347792875	0.127232854570793	0.544402085115687
ENSDARG00000024365	crlf1a	4.99333333333333	5.35333333333333	0.185900720645916	0.248670482438663	0.711026113685052
ENSDARG00000024381	msto1	8.35	9.21333333333333	0.223985280938319	0.156316941391917	0.592667919033996
ENSDARG00000024398	get4	26.9333333333333	27.3466666666667	0.110743050392891	0.482938506855976	0.920240585895028
ENSDARG00000024416	twistnb	17.0966666666667	27.4866666666667	0.914654720436859	0.014120896314357	0.18675589074889
ENSDARG00000024431	ETS1	18.27	18.0533333333333	0.070662594613805	0.62306987133664	1
ENSDARG00000024433	pvalb4	119.08	47.06	-1.9519709533705	0.008213604224195	0.140181486456567
ENSDARG00000024443	gnpda2	66.27	70.3433333333333	0.174823475580863	0.441510946581249	0.884664451939148
ENSDARG00000024465	mrps18a	29.77	26.2266666666667	-0.094080367848755	0.665984466016748	1
ENSDARG00000024471	nsl1	12.2166666666667	9.72333333333333	-0.242685473524232	0.365306303678838	0.841299363850795
ENSDARG00000024478	mpc2	68.2833333333333	54.7833333333333	-0.227119098747602	0.257613178059086	0.7222013100042
ENSDARG00000024479	pigk	6.55666666666667	5.11	-0.277841156546068	0.156915860451655	0.593362551389677
ENSDARG00000024488	top2a	76.11	45.85	-0.648296604141505	0.00037306132238	0.026638753214912
ENSDARG00000024492	col9a2	77.0433333333333	79.5866666666667	0.139258068218504	0.522117686068953	0.950695139334251
ENSDARG00000024503	c6ast3	0	0.03	2.08027329328161	0.389165216296792	0.850992854994095
ENSDARG00000024522	prf1.6	0.033333333333333	0.023333333333333	-0.411452882891632	0.69102162686142	1
ENSDARG00000024537	emilin1a	10.6	8.08666666666667	-0.302265537817487	0.082861483312108	0.448834177364534
ENSDARG00000024540	tspan36	48.69	48.3166666666667	0.075082939228813	0.595818668430962	0.996620159975213
ENSDARG00000024546	pla2g4aa	6.82	7.19	0.166000347795442	0.297707891503312	0.768462660500043
ENSDARG00000024548	cryba4	40.6	5.15666666666667	-3.03041925030906	5.44373785489872e-07	0.000724490466057
ENSDARG00000024560	slc4a1b	3.99	2.45666666666667	-0.646622876967911	0.003088921845642	0.082875226637028
ENSDARG00000024561	nolc1	24.5766666666667	36.4466666666667	0.69238380955117	0.00452476026721	0.100499155855234
ENSDARG00000024564	sccpdhb	12.5333333333333	11.7666666666667	-0.004329905385387	0.977883134567716	1
ENSDARG00000024575	kif26bb	0.103333333333333	0.116666666666667	0.162052182338471	0.760845741166863	1
ENSDARG00000024588	gpc5b	1.00333333333333	0.636666666666667	-0.51231728964809	0.12595702291542	0.541486842064663
ENSDARG00000024598	homezb	20.4533333333333	18.6333333333333	-0.01473507410325	0.94944164593069	1
ENSDARG00000024602	zgc:162964	7.60666666666667	9.06333333333333	0.34330085742615	0.095497105439199	0.47671396486656
ENSDARG00000024619	FOXO6 (1 of 2)	0.883333333333333	0.656666666666667	-0.335966983118877	0.204164913619872	0.657590187107408
ENSDARG00000024631	NLRC5	0.14	0.083333333333333	-0.646885265006826	0.162285243299809	0.599738119058611
ENSDARG00000024642	pip5k1ab	15.55	15.5533333333333	0.086385940848712	0.532618558553304	0.959352029537191
ENSDARG00000024651	snrpa1	61.2433333333333	67.5833333333333	0.326861088288431	0.234909927029313	0.693662827856662
ENSDARG00000024654	pgm3	7.91	7.27666666666667	-0.030224098416001	0.866100211558505	1
ENSDARG00000024669	oser1	13.2233333333333	13.8033333333333	0.137337768189768	0.485812101119229	0.921755018429794
ENSDARG00000024681	pane1	15.8466666666667	12.1833333333333	-0.239806351037526	0.220801385550124	0.678737088827213
ENSDARG00000024687	polr3g	0.086666666666667	0.006666666666667	-2.36180847602298	0.137871393705546	0.563365150270026
ENSDARG00000024693	lysmd3	13.3	17.8966666666667	0.515399720279146	0.001102489390432	0.048562904034712
ENSDARG00000024694	myo1b	15.7566666666667	10.84	-0.468839358839599	0.027642098024613	0.265555926331778
ENSDARG00000024708	slc25a23b	0.413333333333333	0.34	-0.28379752928353	0.538520944675657	0.963980299719638
ENSDARG00000024717	selenbp1	10.2433333333333	8.23333333333333	-0.224838425140527	0.258717376795298	0.72395855362445
ENSDARG00000024728	hdhd2	4.75333333333333	2.78666666666667	-0.668641124847484	0.00665144609678	0.126006392873842
ENSDARG00000024740	gng13a	0	0	0	1	1
ENSDARG00000024744	dpp6b	0.876666666666667	0.793333333333333	-0.053762142178805	0.838043395304305	1
ENSDARG00000024746	hsp90aa1.2	30.57	55.1966666666667	0.805909650550873	0.397180558193611	0.856456715877307
ENSDARG00000024759	inhbab	0.073333333333333	0.166666666666667	1.23431497943336	0.028403420460541	0.269375738953792
ENSDARG00000024771	slc24a5	5.09333333333333	1.86666666666667	-1.34596586523838	1.16913170151437e-05	0.003881134266279
ENSDARG00000024775	si:ch211-129c21.1	7.40666666666667	11.6933333333333	0.311795483700231	0.343059168580303	0.816927108433892
ENSDARG00000024785	ctnna2	6.92666666666667	5.16666666666667	-0.266754427418337	0.374615526865923	0.850529741505601
ENSDARG00000024789	mxc	0.453333333333333	0.43	0.04074379589908	0.913602768692398	1
ENSDARG00000024815	ogfrl2	0.843333333333333	1.34333333333333	0.709127876542124	0.077270556202301	0.434316167203435
ENSDARG00000024818	rilpl2	8.10666666666667	9.60333333333333	0.406574812617076	0.123403759404535	0.535894713650335
ENSDARG00000024827	rnf150a	1.15666666666667	1.21666666666667	0.04356052480423	0.899402486668413	1
ENSDARG00000024828	tmem134	33.1466666666667	32.87	0.085671202576378	0.643336828101617	1
ENSDARG00000024829	tnw	93.0666666666667	39.6733333333333	-1.41155259312826	0.01298549594594	0.178330784558151
ENSDARG00000024831	crhbp	1.81	2.34333333333333	0.685178148648733	0.050792401104722	0.355544999740268
